3,1,-0.269890746855699
5,1,-0.417245675854771
10,1,-0.328071010082322
28,1,-0.241929933153328
30,1,-0.282178154262069
31,1,-0.141067089125168
32,1,-0.382734687422148
34,1,-0.284331213371948
37,1,-0.338064024624869
42,1,-0.176268950380765
44,1,-0.235303735017905
51,1,-0.327331940870996
53,1,-0.360962675178944
59,1,-0.145810656053521
61,1,-0.321433357275693
66,1,-0.224469569420054
67,1,-0.249150596561302
68,1,-0.231778191309185
74,1,0.00279954443438724
84,1,-0.355510904464115
85,1,-0.290691558028595
86,1,-0.292111783479621
87,1,-0.351645951502264
93,1,-0.27528436516226
95,1,-0.270703166070977
106,1,-0.277397060047767
112,1,-0.361421171618717
120,1,-0.263681996470729
122,1,-0.354061530894294
135,1,-0.262871244179652
136,1,-0.156316486615075
137,1,-0.1623984320253
142,1,-0.269545426626207
143,1,-0.168015705417221
145,1,-0.282688176513743
151,1,-0.290057302869193
152,1,-0.251784905383868
155,1,-0.266086011453603
159,1,-0.0318167411633256
166,1,-0.301975646447376
177,1,-0.115342458723221
182,1,-0.260098274395092
185,1,-0.257151114392824
188,1,-0.142500277880859
192,1,-0.328271638667873
198,1,-0.153937956799713
203,1,0.0049507353116185
204,1,-0.191888222692448
211,1,-0.214517525353661
212,1,-0.0925904203980313
213,1,-0.197080507610076
214,1,-0.328514276308789
221,1,-0.366202887476879
222,1,-0.253920820736684
227,1,-0.215153807769178
228,1,-0.170588529196876
230,1,-0.145416576864081
231,1,-0.2922763474315
241,1,-0.273148676650964
243,1,-0.159571929944057
244,1,-0.0553469343153889
245,1,-0.307279969235051
258,1,-0.241914180839025
266,1,-0.382055677561465
268,1,-0.37474303941777
272,1,-0.30954603403159
279,1,-0.385842074522635
283,1,-0.22516621858373
284,1,-0.189416990498234
285,1,-0.426480478050247
293,1,-0.23162470051603
294,1,-0.262118143437492
299,1,-0.385481199859897
304,1,-0.165474088596717
306,1,-0.00612107876228648
311,1,-0.140521800504458
318,1,-0.251546123628177
322,1,-0.26804005731133
326,1,-0.437266681042647
328,1,-0.393054508593761
331,1,-0.331658505971375
333,1,-0.276083507769671
337,1,-0.172402447545671
343,1,-0.240302035477008
344,1,-0.37439942577653
349,1,-0.176934883303086
358,1,-0.159348333063503
373,1,-0.169715014604858
374,1,-0.233303779649579
375,1,-0.211175229820996
377,1,-0.20636867745378
382,1,-0.0835040054073304
386,1,-0.188469195267315
392,1,-0.245460695288799
396,1,-0.18519507700429
397,1,-0.370598806707392
403,1,-0.17345898158299
406,1,-0.303539315698379
407,1,-0.352573988584218
414,1,-0.111946111407612
417,1,-0.228978916090821
419,1,-0.312434571770328
421,1,-0.365766242673399
427,1,0.0710024916115757
430,1,-0.237315618482774
439,1,-0.198811412892072
440,1,-0.317877611014235
443,1,-0.349418954756939
448,1,-0.232209570515987
453,1,-0.336269633426447
454,1,-0.0760841204569004
467,1,-0.154772461853338
468,1,-0.36164802680399
475,1,-0.0969594140744306
478,1,-0.152098446368063
479,1,-0.18667481239753
480,1,-0.293709082564383
486,1,-0.3058289598652
489,1,-0.0669891705264699
512,1,-0.409126113208791
517,1,-0.223745117358298
520,1,-0.344638947730817
525,1,-0.176165800839924
526,1,-0.380507286174605
527,1,-0.307440427371616
530,1,-0.313913311895149
531,1,-0.280121260034341
534,1,-0.298766134028936
536,1,-0.26736411272339
537,1,-0.125120125936022
541,1,-0.297281997443103
544,1,-0.126366369163935
548,1,-0.210332288811934
549,1,-0.192803254197201
550,1,-0.337578595277999
552,1,-0.393428694061674
553,1,-0.339963362300904
563,1,-0.227666434376375
564,1,-0.140316224767838
570,1,-0.19259089402609
572,1,-0.352013277459445
573,1,-0.224133531947628
583,1,-0.410677966052352
585,1,-0.328134539267761
592,1,-0.203941433364229
593,1,-0.23805655515966
602,1,-0.433968819637436
603,1,-0.221965182883958
610,1,-0.171589484523896
613,1,-0.165403356656361
617,1,-0.263795787166
633,1,-0.219116899337625
636,1,-0.119709371860738
639,1,-0.249319834180984
646,1,-0.221439711631906
647,1,-0.172737102563479
656,1,-0.175631898234701
667,1,-0.397212986977042
671,1,-0.092834864542716
673,1,-0.120469925711877
675,1,-0.391735665365327
