3,1,-0.343962814852518
5,1,-0.164986905389114
10,1,-0.126755612992803
28,1,-0.229960153436455
30,1,-0.0573457807179176
31,1,0.075174900165526
32,1,-0.252847854621987
34,1,-0.274624629997331
37,1,-0.351370898318463
42,1,-0.228244574106005
44,1,-0.285855476153308
51,1,-0.0950520809555441
53,1,-0.158925985782259
59,1,-0.253763431345601
61,1,-0.106625650215754
66,1,-0.500841842279346
67,1,-0.189661788287009
68,1,-0.19120496058437
74,1,-0.0644397870781121
84,1,-0.133010966379925
85,1,-0.129436978329052
86,1,-0.278158088116008
87,1,-0.0739525510777444
93,1,-0.178919315424631
95,1,-0.239901032395582
106,1,-0.339032502579789
112,1,-0.262510414893788
120,1,-0.143537961596534
122,1,-0.418242453238064
135,1,-0.250570125220321
136,1,-0.22690625152318
137,1,-0.331088736882071
142,1,-0.399095649111214
143,1,-0.1101748408032
145,1,-0.20101392386264
151,1,-0.274922378803873
152,1,-0.145033702193183
155,1,-0.093125165925618
159,1,-0.182019511326804
166,1,-0.17778526090229
177,1,-0.325948996866988
182,1,-0.156147198879136
185,1,-0.232357291344887
188,1,0.0380551028010116
192,1,0.280951136478923
198,1,-0.158612271662118
203,1,-0.207056923157821
204,1,-0.311935646744539
211,1,-0.0663369622692633
212,1,-0.156387381564044
213,1,-0.0406360843178457
214,1,-0.180101511942582
221,1,-0.286178426867613
222,1,-0.036815767562351
227,1,-0.323526664703243
228,1,0.0161765016774766
230,1,-0.0734163413985985
231,1,-0.178049970512538
241,1,-0.24835213031624
243,1,-0.23665255067248
244,1,-0.182480232572257
245,1,-0.204877698569228
258,1,-0.135358625698788
266,1,-0.341285964113369
268,1,-0.174226613991973
272,1,-0.0126728129952214
279,1,-0.181829013857418
283,1,-0.205810288291516
284,1,-0.273550796724202
285,1,-0.219889522424157
293,1,-0.148749110946851
294,1,-0.259245651711029
299,1,-0.172764750401431
304,1,-0.103539290623975
306,1,-0.307122366233332
311,1,-0.0604121265163516
318,1,-0.243184734260187
322,1,-0.166897212319597
326,1,-0.2823021670403
328,1,-0.263682376869191
331,1,-0.155219723458861
333,1,-0.106569571527367
337,1,-0.197948414284809
343,1,-0.229704081172122
344,1,-0.137834600541946
349,1,-0.149353696523598
358,1,-0.262768784703935
373,1,-0.334581096252061
374,1,-0.15603500524464
375,1,-0.334561189558096
377,1,-0.196024782855871
382,1,-0.246626106010555
386,1,-0.10340060724204
392,1,-0.362067728818394
396,1,-0.12397255727402
397,1,-0.166244108820812
403,1,-0.263621471093531
406,1,-0.236309968701511
407,1,-0.235412339909457
414,1,-0.0968344334593676
417,1,-0.13140474462359
419,1,-0.194664788078764
421,1,-0.084031133667446
427,1,-0.304874765486147
430,1,-0.187517060712506
439,1,-0.39403621387066
440,1,-0.0281842218938472
443,1,-0.309617906626043
448,1,-0.0762158976027809
453,1,-0.365752328349223
